문서개수	500
Seongsandaero	OL	5.521460917862246
lje	OL	5.521460917862246
담그	VV	5.521460917862246
재단	NNGJ	5.521460917862246
정사각형	NNGJ	5.521460917862246
꽃망울	NNGJ	5.521460917862246
교	NNGJ	5.521460917862246
neuronal	OL	5.521460917862246
비	VV	5.521460917862246
Sciences	OL	5.521460917862246
서른	NR	5.521460917862246
모이	VV	5.521460917862246
파일	NNGJ	5.521460917862246
관해	NNG	5.521460917862246
아가씨	NNG	5.521460917862246
선지	NNGJ	5.521460917862246
무르	VV	5.521460917862246
페이지	NNG	5.521460917862246
진행	NNG	5.521460917862246
쓸	NNG	5.521460917862246
떠나	VV	5.521460917862246
좋아지	VV	5.521460917862246
조직	NNGJ	5.521460917862246
sin	OL	5.521460917862246
입학식	NNGJ	5.521460917862246
좀스럽	VA	5.521460917862246
씌어지	VV	5.521460917862246
맛	NNGJ	5.521460917862246
철수	NNGJ	5.521460917862246
時	OH	5.521460917862246
백성	NNGJ	5.521460917862246
거두	MAG	5.521460917862246
at	OL	5.521460917862246
사물놀이	NNG	5.521460917862246
eponymous	OL	5.521460917862246
이재	NNG	5.521460917862246
쓸데없	VA	5.521460917862246
S	OL	5.521460917862246
장소	NNGJ	5.521460917862246
어문	NNG	5.521460917862246
잃어버리	VV	5.521460917862246
菜	OH	5.521460917862246
이기	NNG	5.521460917862246
따라가	VV	5.521460917862246
가르침	NNGJ	5.521460917862246
프로세서	NNGJ	5.521460917862246
주식회사	NNGJ	5.521460917862246
to	OL	5.521460917862246
개선	NNG	5.521460917862246
유일	NNG	5.521460917862246
광장	NNG	5.521460917862246
칸	NNGJ	5.521460917862246
나쁘	VA	5.521460917862246
클리닝	NNG	5.521460917862246
cut	OL	5.521460917862246
영향	NNGJ	5.521460917862246
른	NR	5.521460917862246
소설책	NNGJ	5.521460917862246
소속	NNG	5.521460917862246
작성	NNG	5.521460917862246
미루나무	NNGJ	5.521460917862246
면발	NNG	5.521460917862246
the	OL	5.521460917862246
기관	NNG	5.521460917862246
요타	NNG	5.521460917862246
지라	NNGJ	5.521460917862246
딱	MAG	5.521460917862246
로랑스	NNG	5.521460917862246
장애	NNGJ	5.521460917862246
담	VV	5.521460917862246
신문로가	NNG	5.521460917862246
가져가	VV	5.521460917862246
우연히	MAG	5.521460917862246
고작	NNG	5.521460917862246
사용료	NNGJ	5.521460917862246
오류	NNG	5.521460917862246
소고	NNG	5.521460917862246
차남	NNG	5.521460917862246
갖추	VV	5.521460917862246
양보	NNG	5.521460917862246
방송국	NNGJ	5.521460917862246
당황	NNG	5.521460917862246
인색	NNG	5.521460917862246
gogi	OLJ	5.521460917862246
여기	VV	5.521460917862246
추상	NNG	5.521460917862246
긋	VV	5.521460917862246
더	NNGJ	5.521460917862246
대북	NNG	5.521460917862246
일과	NNG	5.521460917862246
말과	NNG	5.521460917862246
초록	NNGJ	5.521460917862246
47	NR	5.521460917862246
건너	NNG	5.521460917862246
변호사	NNG	5.521460917862246
사적	NNG	5.521460917862246
짝꿍	NNGJ	5.521460917862246
가명	NNG	5.521460917862246
약칭	NNG	5.521460917862246
나아지	VV	5.521460917862246
한국인	NNG	5.521460917862246
자식	NNG	5.521460917862246
지급	NNG	5.521460917862246
피렌체	NNG	5.521460917862246
기어	NNG	5.521460917862246
가볍	VA	5.521460917862246
전철	NNG	5.521460917862246
고려	NNP	5.521460917862246
실태	NNGJ	5.521460917862246
유명	NNG	5.521460917862246
일제	NNG	5.521460917862246
잘하	VV	5.521460917862246
구청장	NNG	5.521460917862246
천만	NR	5.521460917862246
갉	VV	5.521460917862246
로케트	NNG	5.521460917862246
통	NNGJ	5.521460917862246
連	OH	5.521460917862246
상관없이	MAG	5.521460917862246
machida	OLJ	5.521460917862246
흡족	NNG	5.521460917862246
characterization	OL	5.521460917862246
聯合	OH	5.521460917862246
카렌다	NNG	5.521460917862246
지에	NNG	5.521460917862246
삼짇날	NNG	5.521460917862246
햇볕	NNG	5.521460917862246
워드	NNG	5.521460917862246
제사	NNG	5.521460917862246
대고	MAG	5.521460917862246
trailer	OLJ	5.521460917862246
명사형	NNGJ	5.521460917862246
Seongsan-daero	OL	5.521460917862246
시기	NNGJ	5.521460917862246
삼	MDN	5.521460917862246
죽	NNGJ	5.521460917862246
질병	NNG	5.521460917862246
is	OL	5.521460917862246
몇몇	MDT	5.521460917862246
접하	VV	5.521460917862246
was	OL	5.521460917862246
브랜드	NNG	5.521460917862246
미치	VV	5.521460917862246
우선	MAG	5.521460917862246
세금	NNGJ	5.521460917862246
건강	NNG	5.521460917862246
내리	VV	5.521460917862246
정착	NNG	5.521460917862246
얻어내	VV	5.521460917862246
안정성	NNGJ	5.521460917862246
수록	NNGJ	5.521460917862246
별반	MAG	5.521460917862246
산소	NNGJ	5.521460917862246
과밀	NNG	5.521460917862246
向上	OH	5.521460917862246
험지	NNG	5.521460917862246
당기	VV	5.521460917862246
수강	NNG	5.521460917862246
當者	OH	5.521460917862246
50	NR	5.521460917862246
버전	NNGJ	5.521460917862246
캄캄하	VA	5.521460917862246
명일	NNG	5.521460917862246
딸기	NNG	5.521460917862246
미끄럽	VA	5.521460917862246
예전	NNGJ	5.521460917862246
으름장	NNGJ	5.521460917862246
휴강	NNG	5.521460917862246
까닭	NNGJ	5.521460917862246
털이	NNG	5.521460917862246
녘	NNB	5.521460917862246
본래	NNGJ	5.521460917862246
Gothenburg	OL	5.521460917862246
있다	MAG	5.521460917862246
구경	NNG	5.521460917862246
채우	VV	5.521460917862246
신부	NNGJ	5.521460917862246
의원	NNG	5.521460917862246
줄곧	MAG	5.521460917862246
실제로	MAG	5.521460917862246
않	MAG	5.521460917862246
무궁화	NNG	5.521460917862246
한겨레	NNG	5.521460917862246
이르	VV	5.521460917862246
채팅	NNG	5.521460917862246
솜솜	MAG	5.521460917862246
우리	VV	5.521460917862246
초록색	NNGJ	5.521460917862246
째	VV	5.521460917862246
사동사	NNG	5.521460917862246
저물	NNG	5.521460917862246
더구나	MAG	5.521460917862246
이바지	NNG	5.521460917862246
정답	NNGJ	5.521460917862246
팬	NNG	5.521460917862246
조금씩	MAG	5.521460917862246
임의	NNGJ	5.521460917862246
지가	NNG	5.521460917862246
도입기	NNGJ	5.521460917862246
tutor	OLJ	5.521460917862246
질의	NNG	5.521460917862246
이스라엘	NNGJ	5.521460917862246
대장	NNG	5.521460917862246
서로	NNG	5.521460917862246
녹두	NNG	5.521460917862246
다스	NNP	5.521460917862246
수치	NNGJ	5.521460917862246
구두쇠	NNG	5.521460917862246
수리	NNGJ	5.521460917862246
저런	MDT	5.521460917862246
송두리채	MAG	5.521460917862246
사례	NNG	5.521460917862246
in	OL	5.521460917862246
감하	NNG	5.521460917862246
저렇	VA	5.521460917862246
이로	NNP	5.521460917862246
제비	NNGJ	5.521460917862246
도쿄	NNP	5.521460917862246
데로	NNG	5.521460917862246
率	OH	5.521460917862246
갉아먹	VV	5.521460917862246
허	NNG	5.521460917862246
증후군	NNGJ	5.521460917862246
학보	NNGJ	5.521460917862246
만세	NNG	5.521460917862246
땡기	VV	5.521460917862246
He	OL	5.521460917862246
첫	NNG	5.521460917862246
절정	NNGJ	5.521460917862246
전부	NNGJ	5.521460917862246
연주	NNG	5.521460917862246
멸종	NNGJ	5.521460917862246
따로	MAG	5.521460917862246
사부인	NNG	5.521460917862246
끈	NNG	5.521460917862246
궁금증	NNGJ	5.521460917862246
야기	NNG	5.521460917862246
영화관	NNGJ	5.521460917862246
줄임	NNG	5.521460917862246
방향	NNGJ	5.521460917862246
송	NNG	5.521460917862246
표준화	NNG	5.521460917862246
꼼꼼히	MAG	5.521460917862246
피붙이	NNG	5.521460917862246
tutoring	OLJ	5.521460917862246
장애인	NNG	5.521460917862246
코멘트	NNG	5.521460917862246
사이다	NNGJ	5.521460917862246
희로	NNG	5.521460917862246
하자	NNGJ	5.521460917862246
신	VV	5.521460917862246
도입	NNGJ	5.521460917862246
K	OL	5.521460917862246
반대말	NNG	5.521460917862246
MBC	OL	5.521460917862246
특수	NNGJ	5.521460917862246
수학	NNG	5.521460917862246
한국말	NNG	5.521460917862246
확장	NNG	5.521460917862246
막상	MAG	5.521460917862246
탕	NNG	5.521460917862246
자랑	NNGJ	5.521460917862246
대답	NNGJ	5.521460917862246
아른거리	VV	5.521460917862246
정열	NNGJ	5.521460917862246
欄	OH	5.521460917862246
끊임없이	MAG	5.521460917862246
노회	NNG	5.521460917862246
직	NNG	5.521460917862246
백이	VV	5.521460917862246
포괄적	NNG	5.521460917862246
정보	NNG	5.521460917862246
두음	NNG	5.521460917862246
북	NNG	5.521460917862246
간난	NNG	5.521460917862246
동의	NNG	5.521460917862246
인지	NNGJ	5.521460917862246
생기	NNG	5.521460917862246
빈	NNGJ	5.521460917862246
분노	NNG	5.521460917862246
신분	NNGJ	5.521460917862246
들리	VV	5.521460917862246
스타	NNG	5.521460917862246
물밀	VV	5.521460917862246
심취	NNGJ	5.521460917862246
알아주	VV	5.521460917862246
성질	NNGJ	5.521460917862246
백미러	NNGJ	5.521460917862246
빨간색	NNGJ	5.521460917862246
못살	VV	5.521460917862246
날씨	NNGJ	5.521460917862246
불르	VV	5.521460917862246
하라	NNPJ	5.521460917862246
피부	NNGJ	5.521460917862246
바쁘	VV	5.521460917862246
for	OL	5.521460917862246
가늘	VA	5.521460917862246
업계	NNG	5.521460917862246
Torsten	OL	5.521460917862246
단오	NNG	5.521460917862246
끄덕이	VV	5.521460917862246
성인	NNG	5.521460917862246
ㄴ	JX	5.521460917862246
남도	NNP	5.521460917862246
곱슬	NNGJ	5.521460917862246
무이	NNG	5.521460917862246
프랑스	NNG	5.521460917862246
스포츠	NNG	5.521460917862246
명령형	NNG	5.521460917862246
최고	NNG	5.521460917862246
스물	NR	5.521460917862246
토요	NNG	5.521460917862246
등굣	NNG	5.521460917862246
둘러보	VV	5.521460917862246
열한	NNG	5.521460917862246
온점	NNGJ	5.521460917862246
설명력	NNGJ	5.521460917862246
고깃배	NNG	5.521460917862246
디디	VV	5.521460917862246
psychiatrist	OL	5.521460917862246
면도날	NNGJ	5.521460917862246
참고서	NNGJ	5.521460917862246
하면서	NNGJ	5.521460917862246
저리	MAG	5.521460917862246
능동적	NNGJ	5.521460917862246
으름	NNGJ	5.521460917862246
고의	NNG	5.521460917862246
도둑	NNG	5.521460917862246
미끄러지	VV	5.521460917862246
나르	VV	5.521460917862246
인형	NNG	5.521460917862246
생일날	NNG	5.521460917862246
양심	NNGJ	5.521460917862246
날	VV	5.521460917862246
잠	NNGJ	5.521460917862246
스웨덴	NNG	5.521460917862246
구석구석	NNGJ	5.521460917862246
XX	OL	5.521460917862246
입말	NNGJ	5.521460917862246
빈칸	NNGJ	5.521460917862246
통사	NNG	5.521460917862246
헨리	NNP	5.521460917862246
갈팡질팡	MAG	5.521460917862246
듬성듬성	MAG	5.521460917862246
존재	NNG	5.521460917862246
첫소리	NNG	5.521460917862246
허리띠	NNGJ	5.521460917862246
from	OL	5.521460917862246
꽂이	NNGJ	5.521460917862246
성씨	NNGJ	5.521460917862246
툭하면	MAG	5.521460917862246
Marinesco-Sjogren	OL	5.521460917862246
Chamber	OLJ	5.521460917862246
남녀	NNG	5.521460917862246
표출	NNG	5.521460917862246
침해	NNG	5.521460917862246
독립	NNG	5.521460917862246
묻	VV	5.521460917862246
비교	NNG	5.521460917862246
돌아오	VV	5.521460917862246
유통	NNG	5.521460917862246
성산	NNGJ	5.521460917862246
실증	NNGJ	5.521460917862246
로켓	NNG	5.521460917862246
학년	NNG	5.521460917862246
ceroid	OL	5.521460917862246
공원	NNGJ	5.521460917862246
관형어	NNGJ	5.521460917862246
허드레	NNGJ	5.521460917862246
서민	NNGJ	5.521460917862246
도대체	MAG	5.521460917862246
스낵	NNGJ	5.521460917862246
조합	NNG	5.521460917862246
한영	NNP	5.521460917862246
동음이의어	NNG	5.521460917862246
관계	NNGJ	5.521460917862246
영문	NNGJ	5.521460917862246
성과급	NNGJ	5.521460917862246
녹두채	NNG	5.521460917862246
피동적	NNG	5.521460917862246
나누	VV	5.521460917862246
각	NNB	5.521460917862246
먹이	VV	5.521460917862246
ancien	OL	5.521460917862246
따옴표	NNG	5.521460917862246
involved	OL	5.521460917862246
전하	VV	5.521460917862246
description	OLJ	5.521460917862246
adams	OL	5.521460917862246
2002	NR	5.521460917862246
까맣	VA	5.521460917862246
hangeul	OL	5.521460917862246
怒	OH	5.521460917862246
고르	VV	5.521460917862246
연세대	NNG	5.521460917862246
끈질기	VA	5.521460917862246
여닫	NNGJ	5.521460917862246
정말	MAG	5.521460917862246
과정	NNGJ	5.521460917862246
식회사	NNGJ	5.521460917862246
일흔	NRJ	5.521460917862246
부정	NNG	5.521460917862246
시청자	NNG	5.521460917862246
오목	NNG	5.521460917862246
일부	NNG	5.521460917862246
명확히	MAG	5.521460917862246
개발자	NNGJ	5.521460917862246
테	NNG	5.521460917862246
모	MDT	5.521460917862246
샛별	NNG	5.521460917862246
중인	NNG	5.521460917862246
1961	NR	5.521460917862246
빈도	NNG	5.521460917862246
씻	VV	5.521460917862246
부모님	NNGJ	5.521460917862246
미쁘	VA	5.521460917862246
얼굴	NNGJ	5.521460917862246
깔	NNG	5.521460917862246
너희	NP	5.521460917862246
세계	NNG	5.521460917862246
귀	NNG	5.521460917862246
살기	NNGJ	5.521460917862246
대충	MAG	5.521460917862246
체육	NNG	5.521460917862246
읽기	NNGJ	5.521460917862246
이론적	NNGJ	5.521460917862246
커닝	NNG	5.521460917862246
연결어	NNG	5.521460917862246
농심	NNG	5.521460917862246
슬	VV	5.521460917862246
사장	NNG	5.521460917862246
외분비	NNG	5.521460917862246
통일	NNG	5.521460917862246
접	VV	5.521460917862246
투쟁	NNG	5.521460917862246
달라지	VV	5.521460917862246
조치	NNG	5.521460917862246
인칭	NNGJ	5.521460917862246
주니	NNGJ	5.521460917862246
미진	NNG	5.521460917862246
동행	NNGJ	5.521460917862246
눈물샘	NNG	5.521460917862246
개발	NNGJ	5.521460917862246
팥	NNGJ	5.521460917862246
최대	NNG	5.521460917862246
gren-Larsson	OL	5.521460917862246
각	VV	5.521460917862246
잔치	NNG	5.521460917862246
감정	NNGJ	5.521460917862246
오래되	VV	5.521460917862246
이용료	NNGJ	5.521460917862246
순환	NNG	5.521460917862246
바나나	NNG	5.521460917862246
강조	NNG	5.521460917862246
제시	NNG	5.521460917862246
참여	NNG	5.521460917862246
죽이	VV	5.521460917862246
중국식	NNG	5.521460917862246
명령문	NNGJ	5.521460917862246
이전	NNGJ	5.521460917862246
모으	VV	5.521460917862246
정신과	NNG	5.521460917862246
다인	NNG	5.521460917862246
피륙	NNGJ	5.521460917862246
팀장	NNG	5.521460917862246
에다가	JKO	5.521460917862246
추석	NNG	5.521460917862246
변하	VV	5.521460917862246
English	OL	5.521460917862246
마디	NNGJ	5.521460917862246
줄달	VV	5.521460917862246
발간	NNG	5.521460917862246
작용	NNG	5.521460917862246
서비스	NNGJ	5.521460917862246
여	JKI	5.521460917862246
갓길	NNG	5.521460917862246
로보트	NNG	5.521460917862246
토론	NNG	5.521460917862246
여기	MAG	5.521460917862246
살이	NNG	5.521460917862246
천천히	MAG	5.521460917862246
편의점	NNGJ	5.521460917862246
사우나	NNGJ	5.521460917862246
등굣길	NNG	5.521460917862246
양쪽	NNG	5.521460917862246
하오체	NNGJ	5.521460917862246
묶	VV	5.521460917862246
습자	NNGJ	5.521460917862246
형도	NNG	5.521460917862246
채소	NNGJ	5.521460917862246
lock	OL	5.521460917862246
미닫이	NNGJ	5.521460917862246
현실	NNGJ	5.521460917862246
친하	VV	5.521460917862246
서랍	NNGJ	5.521460917862246
스파이	NNGJ	5.521460917862246
숨기	VV	5.521460917862246
깜깜	MAG	5.521460917862246
dert	OL	5.521460917862246
이라	VV	5.521460917862246
이후	NNGJ	5.521460917862246
머니	NNG	5.521460917862246
회사명	NNGJ	5.521460917862246
제공	NNG	5.521460917862246
기생충	NNGJ	5.521460917862246
삼성	NNG	5.521460917862246
전통	NNG	5.521460917862246
2006	NR	5.521460917862246
가의	NNG	5.521460917862246
July	OL	5.521460917862246
먹	NNGJ	5.521460917862246
shin	OLJ	5.521460917862246
질	NNG	5.521460917862246
바느질	NNGJ	5.521460917862246
기온	NNGJ	5.521460917862246
연예인	NNG	5.521460917862246
본어	NNGJ	5.521460917862246
삼	NR	5.521460917862246
쩔	VV	5.521460917862246
동이	VV	5.521460917862246
솜	NNG	5.521460917862246
귀중	NNGJ	5.521460917862246
부산	NNG	5.521460917862246
승	NNG	5.521460917862246
화합	NNGJ	5.521460917862246
장음화되	VV	5.521460917862246
along	OL	5.521460917862246
할머니	NNGJ	5.521460917862246
當日	OH	5.521460917862246
campsite	OL	5.521460917862246
상황	NNG	5.521460917862246
익히	MAG	5.521460917862246
차기	NNG	5.521460917862246
권	NNGJ	5.521460917862246
알파벳	NNG	5.521460917862246
대문자	NNGJ	5.521460917862246
주니어	NNGJ	5.521460917862246
라켓	NNG	5.521460917862246
표시	NNG	5.521460917862246
절멸	NNGJ	5.521460917862246
빨리	MAG	5.521460917862246
28	NR	5.521460917862246
떼	VV	5.521460917862246
정일	NNPJ	5.521460917862246
옛말	NNG	5.521460917862246
삼면	NNGJ	5.521460917862246
햇빛	NNGJ	5.521460917862246
조선	NNG	5.521460917862246
부담	NNG	5.521460917862246
거북	NNG	5.521460917862246
Royal	OL	5.521460917862246
만원	NNG	5.521460917862246
마음	NNGJ	5.521460917862246
년도	NNM	5.521460917862246
제하	NNGJ	5.521460917862246
과부	NNGJ	5.521460917862246
겨울철	NNGJ	5.521460917862246
재난	NNG	5.521460917862246
슬프	VA	5.521460917862246
고난	NNG	5.521460917862246
미담	NNGJ	5.521460917862246
가난	NNGJ	5.521460917862246
퉁	MAGJ	5.521460917862246
미망인	NNGJ	5.521460917862246
試用	OH	5.521460917862246
동포	NNGJ	5.521460917862246
行列	OH	5.521460917862246
모시	VV	5.521460917862246
캠핑	NNG	5.521460917862246
아골	NNP	5.521460917862246
초등학생	NNG	5.521460917862246
장음화	NNGJ	5.521460917862246
속뜻	NNG	5.521460917862246
근접	NNG	5.521460917862246
심각	NNG	5.521460917862246
되도록	MAG	5.521460917862246
삶	VV	5.521460917862246
짓	VV	5.521460917862246
로가	NNG	5.521460917862246
오피스	NNGJ	5.521460917862246
계	NNGJ	5.521460917862246
산의	NNG	5.521460917862246
변형	NNG	5.521460917862246
11	NR	5.521460917862246
should	OL	5.521460917862246
confused	OL	5.521460917862246
싸우	VV	5.521460917862246
관계자	NNGJ	5.521460917862246
디	VV	5.521460917862246
회상	NNGJ	5.521460917862246
터뜨리	VV	5.521460917862246
n	OL	5.521460917862246
현재	NNG	5.521460917862246
뒷면	NNG	5.521460917862246
방문	NNG	5.521460917862246
짐	NNGJ	5.521460917862246
not	OL	5.521460917862246
구조	NNGJ	5.521460917862246
나뉘	VV	5.521460917862246
지명	NNG	5.521460917862246
유전	NNG	5.521460917862246
공	NNG	5.521460917862246
삼일절	NNGJ	5.521460917862246
미사	NNG	5.521460917862246
1896	NR	5.521460917862246
세비	NNG	5.521460917862246
청유	NNG	5.521460917862246
여지	NNGJ	5.521460917862246
축약	NNG	5.521460917862246
자르	VV	5.521460917862246
젊은	NNG	5.521460917862246
중한	NNG	5.521460917862246
하얗	VA	5.521460917862246
앞서	MAG	5.521460917862246
다섯	NNG	5.521460917862246
윷	NNG	5.521460917862246
70	NR	5.521460917862246
전세	NNG	5.521460917862246
저것	NPJ	5.521460917862246
약국	NNGJ	5.521460917862246
만만찮	VA	5.521460917862246
번은	NNG	5.521460917862246
니	JC	5.521460917862246
선수	NNG	5.521460917862246
불필요하	VA	5.521460917862246
석	MDN	5.521460917862246
k	OLJ	5.521460917862246
능하	VA	5.521460917862246
달리	VV	5.521460917862246
전화	NNG	5.521460917862246
광량자	NNGJ	5.521460917862246
껍질	NNG	5.521460917862246
트렌드	NNG	5.521460917862246
두텁	VA	5.521460917862246
직장	NNGJ	5.521460917862246
자거	NNG	5.521460917862246
평소	NNGJ	5.521460917862246
複數	OH	5.521460917862246
뒷문	NNG	5.521460917862246
실패	NNG	5.521460917862246
습	NNGJ	5.521460917862246
아빠	NNGJ	5.521460917862246
기타	NNG	5.521460917862246
saetbyeol	OLJ	5.521460917862246
졀	VV	5.521460917862246
답하	VV	5.521460917862246
주먹	NNGJ	5.521460917862246
고으	VV	5.521460917862246
수정	NNG	5.521460917862246
참	MAG	5.521460917862246
빠르기	NNGJ	5.521460917862246
동해	NNGJ	5.521460917862246
보아	NNG	5.521460917862246
이탈	NNG	5.521460917862246
음주	NNG	5.521460917862246
손님	NNGJ	5.521460917862246
춤	NNGJ	5.521460917862246
스노	NNG	5.521460917862246
심지어	MAGJ	5.521460917862246
병들	VV	5.521460917862246
그르	VA	5.521460917862246
행진	NNG	5.521460917862246
올르	VV	5.521460917862246
신	NNG	5.521460917862246
어류	NNG	5.521460917862246
건설	NNG	5.521460917862246
볶음	NNG	5.521460917862246
말씀드리	VV	5.521460917862246
syndrome	OL	5.521460917862246
쌓이	VV	5.521460917862246
문구	NNG	5.521460917862246
하수	NNG	5.521460917862246
당도	NNG	5.521460917862246
함수	NNG	5.521460917862246
초기	NNG	5.521460917862246
과학	NNGJ	5.521460917862246
짇날	NNG	5.521460917862246
의의	NNG	5.521460917862246
틈새	NNGJ	5.521460917862246
미안	NNG	5.521460917862246
잠그	VV	5.521460917862246
KBS	OL	5.521460917862246
철거민	NNG	5.521460917862246
지난	NNG	5.521460917862246
몰	VV	5.521460917862246
거명	NNG	5.521460917862246
뒤지	VV	5.521460917862246
완전히	MAG	5.521460917862246
국인	NNGJ	5.521460917862246
댕기	VV	5.521460917862246
마찬가지	NNGJ	5.521460917862246
잔디	NNGJ	5.521460917862246
곁	NNGJ	5.521460917862246
rearview	OL	5.521460917862246
行進	OH	5.521460917862246
등불	NNGJ	5.521460917862246
민족	NNGJ	5.521460917862246
시용	NNG	5.521460917862246
비난	NNGJ	5.521460917862246
순위	NNGJ	5.521460917862246
합성	NNG	5.521460917862246
기막히	VA	5.521460917862246
란	JX	5.521460917862246
국한	NNG	5.521460917862246
도중	NNGJ	5.521460917862246
헤어	NNG	5.521460917862246
혹해	NNG	5.521460917862246
허둥지둥	MAG	5.521460917862246
論	OH	5.521460917862246
손발	NNGJ	5.521460917862246
제약	NNG	5.521460917862246
저기	NPJ	5.521460917862246
Conrad	OL	5.521460917862246
집중력	NNG	5.521460917862246
뒷받침	NNG	5.521460917862246
망념	NNG	5.521460917862246
사이드	NNG	5.521460917862246
오목	MAG	5.521460917862246
세간	NNG	5.521460917862246
지리	NNPJ	5.521460917862246
재물	NNGJ	5.521460917862246
배표	NNGJ	5.521460917862246
깊	VA	5.521460917862246
한갓	MAG	5.521460917862246
자네	NPJ	5.521460917862246
획기적	NNG	5.521460917862246
부딪히	VV	5.521460917862246
남매	NNGJ	5.521460917862246
其	OH	5.521460917862246
이상지	NNG	5.521460917862246
중간	NNGJ	5.521460917862246
커튼	NNG	5.521460917862246
member	OL	5.521460917862246
100	NR	5.521460917862246
활약	NNG	5.521460917862246
1899	NR	5.521460917862246
나머지	NNGJ	5.521460917862246
며	JC	5.521460917862246
유적	NNG	5.521460917862246
외의	NNG	5.521460917862246
유지	NNG	5.521460917862246
원형	NNG	5.521460917862246
상순	NNGJ	5.521460917862246
언론	NNG	5.521460917862246
미래	NNG	5.521460917862246
그러	MAG	5.521460917862246
Myeongnyoung-dong	OLJ	5.521460917862246
바람	NNGJ	5.521460917862246
젊	VA	5.521460917862246
스무	MDN	5.521460917862246
장단	NNGJ	5.521460917862246
어려움	NNGJ	5.521460917862246
식량	NNG	5.521460917862246
다가	NNP	5.521460917862246
YTN	OL	5.521460917862246
기차표	NNG	5.521460917862246
컷	NNG	5.521460917862246
총생산	NNGJ	5.521460917862246
다만	MAG	5.521460917862246
표정	NNGJ	5.521460917862246
대중	NNGJ	5.521460917862246
當人	OH	5.521460917862246
대응	NNG	5.521460917862246
고등	NNG	5.521460917862246
진리	NNGJ	5.521460917862246
불법	NNGJ	5.521460917862246
국민	NNG	5.521460917862246
신부감	NNG	5.521460917862246
극장	NNG	5.521460917862246
사이더	NNGJ	5.521460917862246
례	NNG	5.521460917862246
증	NNG	5.521460917862246
지자	NNG	5.521460917862246
표현도	NNG	5.521460917862246
아교	NNG	5.521460917862246
만일	NNG	5.521460917862246
강남	NNG	5.521460917862246
내딛	VV	5.521460917862246
정치	NNG	5.521460917862246
공장	NNG	5.521460917862246
나란히	MAG	5.521460917862246
예산	NNG	5.521460917862246
중화	NNG	5.521460917862246
여기저기	NNG	5.521460917862246
꽹과리	NNG	5.521460917862246
실	NNG	5.521460917862246
철	NNG	5.521460917862246
도의	NNG	5.521460917862246
네째	NR	5.521460917862246
좋아하	VV	5.521460917862246
선택	NNG	5.521460917862246
공이	NNG	5.521460917862246
나무	NNGJ	5.521460917862246
박스	NNG	5.521460917862246
빈곤층	NNGJ	5.521460917862246
양궁	NNG	5.521460917862246
후원	NNGJ	5.521460917862246
캄캄	MAG	5.521460917862246
쏘	VV	5.521460917862246
넷째	NR	5.521460917862246
불황	NNGJ	5.521460917862246
526	NR	5.521460917862246
알선	NNG	5.521460917862246
무섭	VA	5.521460917862246
출연	NNG	5.521460917862246
새말	NNGJ	5.521460917862246
커트	NNG	5.521460917862246
기분	NNG	5.521460917862246
7	NR	5.521460917862246
재직	NNG	5.521460917862246
건물	NNGJ	5.521460917862246
해로	NNG	5.521460917862246
當事者	OH	5.521460917862246
삼	VV	5.521460917862246
목욕	NNG	5.521460917862246
역사	NNG	5.521460917862246
저물	VV	5.521460917862246
게	NNGJ	5.521460917862246
대문	NNG	5.521460917862246
두	NNG	5.521460917862246
당연히	MAG	5.521460917862246
반듯이	MAG	5.521460917862246
감량	NNG	5.521460917862246
없다	VA	5.521460917862246
연음	NNG	5.521460917862246
고등학	NNGJ	5.521460917862246
외적	NNGJ	5.521460917862246
간판	NNG	5.521460917862246
17	NR	5.521460917862246
헛갈리	VV	5.521460917862246
젊은이	NNG	5.521460917862246
풀	NNG	5.521460917862246
백화점	NNGJ	5.521460917862246
독특	NNG	5.521460917862246
다문화	NNG	5.521460917862246
누	NNGJ	5.521460917862246
울리	VV	5.521460917862246
혀	VV	5.521460917862246
간주	NNG	5.521460917862246
Dong	OLJ	5.521460917862246
초라	NNG	5.521460917862246
syndrom	OL	5.521460917862246
해내	VV	5.521460917862246
주신	NNG	5.521460917862246
연합	NNG	5.521460917862246
사돈	NNG	5.521460917862246
minuet	OLJ	5.521460917862246
국방력	NNGJ	5.521460917862246
무성음	NNG	5.521460917862246
어긋나	VV	5.521460917862246
대표	NNG	5.521460917862246
쑤	VV	5.521460917862246
바디	NNGJ	5.521460917862246
회원권	NNGJ	5.521460917862246
다녀오	VV	5.521460917862246
언뜻	MAG	5.521460917862246
조제	NNG	5.521460917862246
비키	VV	5.521460917862246
중산층	NNGJ	5.521460917862246
백만	NR	5.521460917862246
울산	NNG	5.521460917862246
닮	VV	5.521460917862246
유사	NNG	5.521460917862246
명사구	NNG	5.521460917862246
다음주	NNGJ	5.521460917862246
이지만	NNG	5.521460917862246
끊이	VV	5.521460917862246
이판	NNG	5.521460917862246
걷	VV	5.521460917862246
끼	NNG	5.521460917862246
접치	VV	5.521460917862246
비하	NNG	5.521460917862246
전쟁	NNG	5.521460917862246
표준말	NNG	5.521460917862246
구체제	NNGJ	5.521460917862246
쓸모없	VA	5.521460917862246
거뜬히	MAG	5.521460917862246
찧	VV	5.521460917862246
방언	NNG	5.521460917862246
정신	NNG	5.521460917862246
백록담	NNP	5.521460917862246
습격	NNGJ	5.521460917862246
재	NNB	5.521460917862246
피동사	NNGJ	5.521460917862246
곱슬머리	NNGJ	5.521460917862246
